2020-07-28 09:07:41:620,-0.002722714,-0.00741765,6.81E-04
2020-07-28 09:07:41:625,-0.001884956,-0.004712389,8.73E-05
2020-07-28 09:07:41:625,-9.08E-04,-0.002042035,-1.40E-04
2020-07-28 09:07:41:626,-1.92E-04,-6.28E-04,-2.44E-04
2020-07-28 09:07:41:626,-2.27E-04,-5.24E-05,-2.79E-04
2020-07-28 09:07:41:635,-2.27E-04,4.71E-04,-2.97E-04
2020-07-28 09:07:41:636,3.67E-04,0.00132645,0
2020-07-28 09:07:41:636,0.001570796,0.001361357,4.36E-04
2020-07-28 09:07:41:636,0.002059489,4.36E-04,2.97E-04
2020-07-28 09:07:41:637,0.00164061,3.67E-04,-5.24E-05
2020-07-28 09:07:41:657,0.001134464,9.60E-04,-2.09E-04
2020-07-28 09:07:41:657,6.28E-04,0.001221731,-2.79E-04
2020-07-28 09:07:41:658,4.19E-04,-2.44E-04,0
2020-07-28 09:07:41:658,1.75E-05,-0.002426008,1.22E-04
2020-07-28 09:07:41:658,-7.68E-04,-0.003630285,-1.22E-04
2020-07-28 09:07:41:658,-0.001082104,-0.003804818,-2.44E-04
2020-07-28 09:07:41:659,-0.00153589,-0.003246313,-2.79E-04
2020-07-28 09:07:41:659,-0.001710423,-0.002059489,-2.97E-04
2020-07-28 09:07:41:659,-0.001780236,-9.60E-04,-3.14E-04
2020-07-28 09:07:41:659,-0.001500983,-5.06E-04,0
2020-07-28 09:07:41:660,-7.50E-04,-3.14E-04,1.22E-04
2020-07-28 09:07:41:660,-4.54E-04,-2.44E-04,-1.40E-04
2020-07-28 09:07:41:663,-3.32E-04,-2.09E-04,-5.59E-04
2020-07-28 09:07:41:664,3.32E-04,8.73E-05,-7.33E-04
2020-07-28 09:07:41:665,9.25E-04,5.41E-04,-4.89E-04
2020-07-28 09:07:41:667,5.41E-04,4.19E-04,2.27E-04
2020-07-28 09:07:41:669,3.84E-04,-2.62E-04,5.24E-04
2020-07-28 09:07:41:671,9.42E-04,-5.41E-04,1.75E-05
2020-07-28 09:07:41:673,8.55E-04,-6.46E-04,-1.75E-04
2020-07-28 09:07:41:675,1.92E-04,-3.84E-04,-2.62E-04
2020-07-28 09:07:41:677,2.44E-04,-2.79E-04,-2.97E-04
2020-07-28 09:07:41:679,5.76E-04,-5.41E-04,-2.97E-04
2020-07-28 09:07:41:681,4.01E-04,-3.32E-04,-3.14E-04
2020-07-28 09:07:41:683,0,-2.62E-04,-3.14E-04
2020-07-28 09:07:41:685,-1.40E-04,8.73E-05,0
2020-07-28 09:07:41:687,-1.92E-04,-3.84E-04,4.36E-04
2020-07-28 09:07:41:689,-2.27E-04,-0.001850049,2.97E-04
2020-07-28 09:07:41:691,-2.27E-04,-0.002129302,2.44E-04
2020-07-28 09:07:41:693,-2.44E-04,-0.001623156,5.41E-04
2020-07-28 09:07:41:695,5.24E-05,-0.001082104,3.32E-04
2020-07-28 09:07:41:697,1.92E-04,-5.59E-04,-3.49E-05
2020-07-28 09:07:41:699,2.44E-04,-3.49E-05,8.73E-05
2020-07-28 09:07:41:701,5.76E-04,4.89E-04,4.71E-04
2020-07-28 09:07:41:704,4.01E-04,6.98E-04,3.14E-04
2020-07-28 09:07:41:705,0,4.71E-04,-5.24E-05
2020-07-28 09:07:41:707,-1.40E-04,6.98E-05,8.73E-05
2020-07-28 09:07:41:709,-1.92E-04,-8.73E-05,1.57E-04
2020-07-28 09:07:41:711,-2.27E-04,-4.71E-04,-1.22E-04
2020-07-28 09:07:41:714,-5.59E-04,-6.28E-04,-2.27E-04
2020-07-28 09:07:41:715,-6.81E-04,-3.67E-04,-2.79E-04
2020-07-28 09:07:41:717,-4.19E-04,-5.76E-04,-2.97E-04
2020-07-28 09:07:41:719,-3.14E-04,-0.001291544,-3.14E-04
2020-07-28 09:07:41:721,-2.79E-04,-0.00127409,-3.14E-04
2020-07-28 09:07:41:724,-2.62E-04,0,-3.14E-04
2020-07-28 09:07:41:725,-2.44E-04,4.89E-04,-3.14E-04
2020-07-28 09:07:41:727,5.24E-05,-5.41E-04,-3.14E-04
2020-07-28 09:07:41:729,5.06E-04,-0.00127409,-3.14E-04
2020-07-28 09:07:41:731,3.67E-04,-9.60E-04,-3.14E-04
2020-07-28 09:07:41:733,6.28E-04,-5.06E-04,-3.14E-04
2020-07-28 09:07:41:735,7.33E-04,2.97E-04,-3.14E-04
2020-07-28 09:07:41:737,1.40E-04,6.28E-04,-3.14E-04
2020-07-28 09:07:41:739,2.27E-04,1.22E-04,-3.14E-04
2020-07-28 09:07:41:741,2.44E-04,-5.24E-05,-3.14E-04
2020-07-28 09:07:41:743,-3.49E-05,-1.40E-04,-3.14E-04
2020-07-28 09:07:41:745,-1.57E-04,4.36E-04,0
2020-07-28 09:07:41:747,8.73E-05,6.81E-04,4.36E-04
2020-07-28 09:07:41:749,1.92E-04,-1.40E-04,0
2020-07-28 09:07:41:751,-5.24E-05,-4.89E-04,-1.92E-04
2020-07-28 09:07:41:753,-1.75E-04,-3.14E-04,3.49E-04
2020-07-28 09:07:41:755,-2.09E-04,-2.44E-04,2.62E-04
2020-07-28 09:07:41:757,-2.27E-04,-5.24E-04,-6.98E-05
2020-07-28 09:07:41:760,-2.44E-04,-6.46E-04,-2.09E-04
2020-07-28 09:07:41:761,-2.44E-04,-0.001012291,-2.79E-04
2020-07-28 09:07:41:763,-2.44E-04,-0.001151917,0
2020-07-28 09:07:41:765,-2.44E-04,-5.93E-04,1.22E-04
2020-07-28 09:07:41:767,-2.44E-04,-3.49E-04,1.75E-04
2020-07-28 09:07:41:769,-2.44E-04,-2.62E-04,1.92E-04
2020-07-28 09:07:41:771,-2.44E-04,-2.27E-04,1.92E-04
2020-07-28 09:07:41:773,5.24E-05,-2.09E-04,5.06E-04
2020-07-28 09:07:41:775,1.92E-04,-1.92E-04,3.32E-04
2020-07-28 09:07:41:777,-6.98E-05,1.05E-04,-5.24E-05
2020-07-28 09:07:41:779,1.22E-04,2.27E-04,-2.09E-04
2020-07-28 09:07:41:781,-8.73E-05,-1.75E-05,3.49E-05
2020-07-28 09:07:41:783,-4.89E-04,-1.22E-04,4.54E-04
2020-07-28 09:07:41:785,2.62E-04,-1.57E-04,2.97E-04
2020-07-28 09:07:41:787,5.93E-04,1.22E-04,-5.24E-05
2020-07-28 09:07:41:789,8.73E-05,2.44E-04,-2.09E-04
2020-07-28 09:07:41:791,-1.05E-04,-1.75E-05,-2.79E-04
2020-07-28 09:07:41:793,-1.92E-04,-4.36E-04,-2.97E-04
2020-07-28 09:07:41:795,8.73E-05,-6.11E-04,-3.14E-04
2020-07-28 09:07:41:797,5.06E-04,-5.24E-05,-3.14E-04
2020-07-28 09:07:41:799,3.67E-04,4.71E-04,-3.14E-04
2020-07-28 09:07:41:801,3.14E-04,3.84E-04,-3.14E-04
2020-07-28 09:07:41:803,6.11E-04,3.49E-05,0
2020-07-28 09:07:41:805,4.01E-04,-1.05E-04,1.05E-04
2020-07-28 09:07:41:807,1.75E-05,-4.71E-04,-1.40E-04
2020-07-28 09:07:41:809,-1.40E-04,-6.28E-04,-2.44E-04
2020-07-28 09:07:41:811,-1.92E-04,2.44E-04,-2.79E-04
2020-07-28 09:07:41:813,-2.27E-04,6.11E-04,-2.97E-04
2020-07-28 09:07:41:815,-2.27E-04,1.22E-04,-3.14E-04
2020-07-28 09:07:41:817,-2.44E-04,-0.00132645,-3.14E-04
2020-07-28 09:07:41:819,-2.44E-04,-0.003490659,-3.14E-04
2020-07-28 09:07:41:821,-2.44E-04,-0.00280998,-3.14E-04
2020-07-28 09:07:41:823,-2.44E-04,-3.14E-04,-3.14E-04
2020-07-28 09:07:41:825,-2.44E-04,5.24E-05,-3.14E-04
2020-07-28 09:07:41:827,-2.44E-04,-7.16E-04,0
2020-07-28 09:07:41:829,-2.44E-04,-4.01E-04,1.05E-04
2020-07-28 09:07:41:831,5.24E-05,-2.79E-04,-1.40E-04
2020-07-28 09:07:41:833,-1.22E-04,-5.41E-04,-2.44E-04
2020-07-28 09:07:41:835,-1.92E-04,-3.32E-04,-5.93E-04
2020-07-28 09:07:41:837,7.16E-04,-2.62E-04,-7.50E-04
2020-07-28 09:07:41:840,7.68E-04,-2.27E-04,-8.03E-04
2020-07-28 09:07:41:841,4.71E-04,-2.09E-04,-8.38E-04
2020-07-28 09:07:41:843,6.63E-04,-1.92E-04,-5.24E-04
2020-07-28 09:07:41:845,4.36E-04,-1.92E-04,-8.73E-05
2020-07-28 09:07:41:847,1.75E-05,-1.92E-04,6.98E-05
2020-07-28 09:07:41:849,1.75E-04,-1.92E-04,1.57E-04
2020-07-28 09:07:41:851,2.27E-04,-5.06E-04,1.75E-04
2020-07-28 09:07:41:853,-3.49E-05,0,-1.05E-04
2020-07-28 09:07:41:855,4.54E-04,4.89E-04,-2.27E-04
2020-07-28 09:07:41:857,6.63E-04,-2.27E-04,-2.79E-04
2020-07-28 09:07:41:859,4.36E-04,-5.24E-04,-2.97E-04
2020-07-28 09:07:41:861,6.46E-04,-3.32E-04,-3.14E-04
2020-07-28 09:07:41:863,0.001064651,-5.59E-04,0
2020-07-28 09:07:41:865,9.08E-04,-3.49E-04,4.36E-04
2020-07-28 09:07:41:867,2.09E-04,3.49E-04,2.97E-04
2020-07-28 09:07:41:869,-5.24E-05,6.46E-04,-5.24E-05
2020-07-28 09:07:41:871,-1.57E-04,4.54E-04,-2.09E-04
2020-07-28 09:07:41:873,-2.09E-04,5.24E-05,3.49E-05
2020-07-28 09:07:41:875,-2.27E-04,-8.73E-05,1.22E-04
2020-07-28 09:07:41:877,6.98E-05,-4.71E-04,1.75E-04
2020-07-28 09:07:41:879,1.92E-04,-6.28E-04,-1.05E-04
2020-07-28 09:07:41:881,-6.98E-04,-6.81E-04,-5.41E-04
2020-07-28 09:07:41:883,-0.001064651,-7.16E-04,2.09E-04
2020-07-28 09:07:41:885,-2.62E-04,-4.01E-04,5.24E-04
2020-07-28 09:07:41:887,3.67E-04,-2.79E-04,1.75E-05
2020-07-28 09:07:41:889,6.28E-04,6.98E-05,1.22E-04
2020-07-28 09:07:41:891,4.19E-04,2.09E-04,1.75E-04
2020-07-28 09:07:41:893,1.75E-05,-1.75E-05,-1.05E-04
2020-07-28 09:07:41:895,-1.22E-04,-1.22E-04,6.98E-05
2020-07-28 09:07:41:897,1.05E-04,-1.75E-04,1.40E-04
2020-07-28 09:07:41:899,2.09E-04,-1.92E-04,-4.36E-04
2020-07-28 09:07:41:901,2.44E-04,-1.92E-04,-6.81E-04
2020-07-28 09:07:41:903,0.001204277,1.05E-04,-4.54E-04
2020-07-28 09:07:41:905,0.001919862,8.55E-04,-3.67E-04
